what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340018226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517340021695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517340022199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517340022589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340023511
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340038312
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517340047452
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517340047766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517340047879
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340062364
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340067597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340070799
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1517340070854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340072512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517340073934
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517340073934
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340111100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340133214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340135671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340142393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340165176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340167172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340167701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340170612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340195844
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340196799
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340204127
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340204516
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340208619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340210579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340211972
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517340215688
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.scroll.lineDown",1517340216142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340217727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340218818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340219661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340220846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340221823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340222313
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340222338
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340222366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340222398
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340222760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340223250
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517340223957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517340233477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1517340235045
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340238223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340239108
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340247339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340248601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340255115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340256430
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340260400
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340261489
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340263310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340264012
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340270308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340272080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340277035
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340278276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340279526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340282616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340293382
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340294834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340299577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340300919
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340303491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340305439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340306285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340307880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340313215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340314712
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340316181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340317336
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340321457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1517340323245
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340328997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340330180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340333020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340334234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517340335625
